1.0000,0.0849
1.3311,0.1022
1.6622,0.1212
1.9933,0.1434
2.3244,0.1688
2.6555,0.1995
2.9866,0.2365
3.3177,0.2768
3.6488,0.3269
3.9799,0.3892
4.3110,0.4576
4.6421,0.5487
4.9732,0.6695
5.3043,0.8032
5.6355,0.9947
5.9666,1.2626
6.2977,1.7888
6.6288,2.2616
6.9599,2.6715
7.2910,2.7346
7.6221,3.7660
7.9532,6.2634
8.2843,10.8270
8.6154,14.6374
8.9465,15.7552
9.2776,12.1296
9.6087,6.4941
9.9398,1.2518
10.2709,-0.5386
10.6020,-0.0798
10.9331,1.4849
11.2642,2.0735
11.5953,2.0981
11.9264,1.7434
12.2575,1.7446
12.5886,1.8494
12.9197,2.0365
13.2508,2.1429
13.5819,2.2596
13.9130,2.3892
14.2441,2.5237
14.5753,2.6815
14.9064,2.8695
15.2375,3.0693
15.5686,3.3275
15.8997,3.6626
16.2308,4.2549
16.5619,4.7943
16.8930,5.2715
17.2241,5.4006
17.5552,6.4987
17.8863,9.0634
18.2174,13.6929
18.5485,17.5700
18.8796,18.7552
19.2107,15.1955
19.5418,9.6267
19.8729,4.4518
20.2040,2.7273
20.5351,3.2527
20.8662,4.8849
21.1973,5.5393
21.5284,5.6305
21.8595,5.3434
22.1906,5.4104
22.5217,5.5818
22.8528,5.8365
23.1839,6.0086
23.5151,6.1919
23.8462,6.3892
24.1773,6.5894
24.5084,6.8139
24.8395,7.0695
25.1706,7.3349
25.5017,7.6598
25.8328,8.0626
26.1639,8.7205
26.4950,9.3265
26.8261,9.8715
27.1572,10.0661
27.4883,11.2309
27.8194,13.8634
28.1505,18.5584
28.4816,22.5021
28.8127,23.7552
29.1438,20.2609
29.4749,14.7587
29.8060,9.6518
30.1371,7.9927
30.4682,8.5847
30.7993,10.2849
31.1304,11.0046
31.4615,11.1625
31.7926,10.9434
32.1237,11.0756
32.4548,11.3137
32.7860,11.6365
33.1171,11.8738
33.4482,12.1238
33.7793,12.3892
34.1104,12.6545
34.4415,12.9457
34.7726,13.2695
35.1037,13.6001
35.4348,13.9915
35.7659,14.4626
36.0970,15.1855
36.4281,15.8582
36.7592,16.4715
37.0903,16.7311
37.4214,17.9625
37.7525,20.6634
38.0836,25.4234
38.4147,29.4338
38.7458,30.7552
39.0769,27.3258
39.4080,21.8903
39.7391,16.8518
40.0702,15.2575
40.4013,15.9162
40.7324,17.6849
41.0635,18.4694
41.3946,18.6940
41.7258,18.5434
42.0569,18.7404
42.3880,19.0451
42.7191,19.4365
43.0502,19.7385
43.3813,20.0552
43.7124,20.3892
44.0435,20.7192
44.3746,21.0770
44.7057,21.4695
45.0368,21.8647
45.3679,22.3228
45.6990,22.8626
46.0301,23.6501
46.3612,24.3895
46.6923,25.0715
47.0234,25.3956
47.3545,26.6937
47.6856,29.4634
48.0167,34.2878
48.3478,38.3649
48.6789,39.7552
49.0100,36.3903
49.3411,31.0214
49.6722,26.0518
50.0033,24.5219
50.3344,25.2473
50.6656,27.0849
50.9967,27.9337
51.3278,28.2250
51.6589,28.1434
51.9900,28.4047
52.3211,28.7761
52.6522,29.2365
52.9833,29.6028
53.3144,29.9861
53.6455,30.3892
53.9766,30.7834
54.3077,31.2079
54.6388,31.6695
54.9699,32.1288
55.3010,32.6536
55.6321,33.2626
55.9632,34.1142
56.2943,34.9202
56.6254,35.6715
56.9565,36.0597
57.2876,37.4244
57.6187,40.2634
57.9498,45.1518
58.2809,49.2955
58.6120,50.7552
58.9431,47.4542
59.2742,42.1520
59.6054,37.2518
59.9365,35.7858
60.2676,36.5778
60.5987,38.4849
60.9298,39.3976
61.2609,39.7555
61.5920,39.7434
61.9231,40.0685
62.2542,40.5065
62.5853,41.0365
62.9164,41.4665
63.2475,41.9165
63.5786,42.3892
63.9097,42.8471
64.2408,43.3382
64.5719,43.8695
64.9030,44.3925
65.2341,44.9839
65.5652,45.6626
65.8963,46.5778
66.2274,47.4505
66.5585,48.2715
66.8896,48.7232
67.2207,50.1546
67.5518,53.0634
67.8829,58.0153
68.2140,62.2257
68.5452,63.7552
68.8763,60.5176
69.2074,55.2821
69.5385,50.4518
69.8696,49.0492
70.2007,49.9079
70.5318,51.8849
70.8629,52.8609
71.1940,53.2855
71.5251,53.3434
71.8562,53.7318
72.1873,54.2365
72.5184,54.8365
72.8495,55.3297
73.1806,55.8464
73.5117,56.3892
73.8428,56.9103
74.1739,57.4681
74.5050,58.0695
74.8361,58.6556
75.1672,59.3137
75.4983,60.0626
75.8294,61.0409
76.1605,61.9802
76.4916,62.8715
76.8227,63.3862
77.1538,64.8843
77.4849,67.8634
77.8161,72.8783
78.1472,77.1554
78.4783,78.7552
78.8094,75.5806
79.1405,70.4117
79.4716,65.6518
79.8027,64.3121
80.1338,65.2374
80.4649,67.2849
80.7960,68.3238
81.1271,68.8150
81.4582,68.9434
81.7893,69.3946
82.1204,69.9659
82.4515,70.6365
82.7826,71.1925
83.1137,71.7758
83.4448,72.3892
83.7759,72.9730
84.1070,73.5974
84.4381,74.2695
84.7692,74.9183
85.1003,75.6430
85.4314,76.4626
85.7625,77.5035
86.0936,78.5095
86.4247,79.4715
86.7559,80.0488
87.0870,81.6135
87.4181,84.6634
87.7492,89.7408
88.0803,94.0845
88.4114,95.7552
88.7425,92.6430
89.0736,87.5408
89.4047,82.8518
89.7358,81.5745
90.0669,82.5665
90.3980,84.6849
90.7291,85.7861
91.0602,86.3440
91.3913,86.5434
91.7224,87.0569
92.0535,87.6949
92.3846,88.4365
92.7157,89.0548
93.0468,89.7047
93.3779,90.3892
93.7090,91.0352
94.0401,91.7263
94.3712,92.4695
94.7023,93.1804
95.0334,93.9718
95.3645,94.8626
95.6957,95.9656
96.0268,97.0383
96.3579,98.0715
96.6890,98.7943
97.0201,100.4331
97.3512,103.4634
97.6823,108.1579
98.0134,112.5068
98.3445,114.7552
98.6756,113.1897
99.0067,108.5356
99.3378,102.0518
99.6689,95.5178
100.0000,90.8636
